"APOGEE_ID","cluster"
"2M16571416-0405329",7
"2M13255967-4717478",4
"2M00270811-7203297",2
"2M00524987-2636338",5
"2M13254472-4725136",5
"2M18364279-2358110",5
"2M16413013+3635284",3
"2M19535018+1845525",2
"2M13262546-4727029",4
"2M13274640-4727154",3
"2M18362284-2358306",4
"2M18362912-2348012",3
"2M13252546-4731390",3
"2M16232115-2630440",1
"2M00262038-7202099",2
"2M13255690-4731588",4
"2M18551061-3029597",6
"2M13270242-4729019",7
"2M13412358+2829403",7
"2M19103769-5953237",3
"2M13271643-4735485",3
"2M09115541-6451547",6
"2M21300750+1208136",3
"2M19533271+1841101",2
"2M13243855-4727034",3
"2M13421236+2818373",7
"2M18354482-2402063",5
"2M16234879-2635093",1
"2M10170454-4623433",6
"2M18074298-2452101",7
"2M13260566-4720517",8
"2M18362898-2335361",4
"2M17343025-3903190",2
"2M16233893-2622094",1
"2M13255467-4731393",3
"2M13265731-4745569",3
"2M00223596-7155519",2
"2M13273412-4731581",5
"2M18593691-3641280",2
"2M13252908-4727205",3
"2M17361731-4447309",6
"2M13261888-4726425",8
"2M00250528-7203446",2
"2M13262838-4733414",5
"2M19392144-3105081",4
"2M00253428-7157352",2
"2M13271764-4734402",3
"2M13263358-4743108",4
"2M18362914-2353085",5
"2M10172475-4627289",6
"2M13262634-4744297",3
"2M13420282+2824132",6
"2M16225010-2628247",1
"2M18351562-2404040",3
"2M16213552-2641324",1
"2M17030750-2618050",8
"AP10174651-4627173",5
"2M13260888-4721156",8
"2M05241974-2429246",7
"2M13265550-4719304",5
"2M13253269-4723149",8
"2M13263564-4723312",7
"2M13254955-4725033",5
"2M05143301-4012365",7
"2M21295509+1209335",8
"2M00252299-7154365",2
"2M00271353-7159535",2
"2M09122540-6446523",6
"2M18551152-3025352",7
"2M13260162-4727379",8
"2M17165772+4314115",3
"2M19401816-3054272",4
"2M15171587+0159323",4
"2M21300978+1212544",5
"2M13264666-4724172",5
"2M13272300-4739552",5
"2M13275089-4725509",8
"2M15181629+0202099",6
"2M19534768+1850017",2
"2M16232708-2633297",1
"2M18363454-2355450",8
"2M10161074-4620102",7
"2M17170731+4309308",4
"2M13273181-4716554",4
"2M19091982-5957091",4
"2M16234175-2629466",1
"2M09110169-6451360",6
"2M16230993-2628335",1
"2M00231416-7209180",2
"2M13415631+2825565",7
"2M10172586-4626210",6
"2M05141262-4002526",7
"2M10170383-4620262",7
"2M13420388+2825088",6
"2M13262426-4727090",7
"2M13270256-4733061",5
"2M16233653-2633553",1
"2M00220626-7211557",2
"2M05241847-2431432",6
"2M16470452-0156013",6
"2M16570716-0407043",4
"2M00261280-7200067",2
"2M18072204-2501100",7
"2M00240062-7203573",2
"2M00221247-7205449",2
"2M16233337-2633148",1
"2M13254590-4728027",5
"2M09120388-6452198",6
"2M13262626-4724243",3
"2M10163745-4624196",6
"2M00241754-7200159",2
"2M17401526-5340149",5
"2M01040240-7049108",7
"2M09111437-6453359",6
"2M16233621-2640002",1
"2M10181660-4622420",5
"2M10174297-4614443",7
"2M21300033+1210508",4
"2M06485872-3600006",7
"2M21294351+1210033",8
"2M19104370-6001040",5
"2M13273669-4730514",5
"2M13270158-4737444",4
"2M19393288-3051043",8
"2M13265181-4736480",7
"2M16471103-0156177",6
"2M18361584-2402583",4
"2M10174161-4621556",7
"2M13162059+1742464",5
"2M00220570-7203565",2
"2M13280276-4724123",4
"2M13270786-4713594",3
"2M21300038+1207363",5
"2M16230273-2635364",1
"2M13253855-4721340",8
"2M13420915+2825401",7
"2M16233391-2629315",1
"2M13421712+2822137",7
"2M13123617+1807320",5
"2M13255372-4731055",4
"2M13255468-4719220",3
"2M16471210-0156485",5
"2M09114703-6448438",7
"2M09105614-6453164",6
"2M13281504-4737394",3
"2M15181260+0203102",6
"2M13291885-4719238",5
"2M18101768-3145246",1
"2M01024455-7047396",6
"2M13270278-4724019",1
"2M00252638-7202417",2
"2M13125915+1814356",4
"2M16470966-0201127",1
"2M13262411-4746578",3
"2M13263967-4749521",8
"2M13261772-4731016",7
"2M13420793+2823243",6
"2M13262666-4735290",7
"2M00250060-7155586",2
"2M10175284-4627311",7
"2M13421973+2822440",6
"2M13260612-4735275",7
"2M13252896-4713130",3
"2M13265684-4724220",4
"2M18361675-2355411",4
"2M13244076-4727210",3
"2M18071492-2457397",5
"2M19105672-5949212",4
"2M16330145-1300334",1
"2M00241282-7203385",2
"2M13272076-4724300",4
"2M17310585-2958354",6
"2M10170741-4624327",7
"2M13253523-4726598",5
"2M00253559-7218224",2
"2M19111849-5959417",4
"2M18072402-2458088",4
"2M17405309-5341496",3
"2M17400217-5346314",3
"2M00524057-2628033",4
"2M13271663-4719383",7
"2M21300028+1209410",8
"2M18351906-2406533",4
"2M09124587-6453014",7
"2M13262098-4727373",5
"2M17411334-5337333",3
"2M13261695-4727225",8
"2M16570420-0404505",4
"2M10172506-4618152",6
"2M18361479-2355160",4
"2M15182822+0204509",6
"2M00210508-7206137",2
"2M21331521-0049516",6
"2M21295984+1209257",8
"2M13260617-4728393",3
"2M18364496-2354577",8
"2M00225048-7201578",2
"2M16234000-2639029",1
"2M00221970-7214028",2
"2M13262505-4725555",4
"2M13281906-4723176",3
"2M00242775-7202173",2
"2M13260810-4731226",4
"2M17023078-2615183",8
"2M13261782-4724561",5
"2M13243746-4730008",5
"2M00235608-7141488",2
"2M06485140-3600380",8
"2M17361100-4445015",6
"2M00232032-7158595",2
"2M15183589+0202423",6
"2M18363836-2354016",4
"2M19111204+0103198",2
"2M16570464-0406340",4
"2M17404165-5336583",4
"2M13251000-4720315",3
"2M00240113-7203185",2
"2M19101659-6000596",7
"2M17023938-2619361",4
"2M17403068-5342258",4
"2M13262697-4716460",3
"2M19403632-3050343",4
"2M19101674-5947522",3
"2M13264676-4724492",5
"2M13264470-4736163",3
"2M13250873-4729218",3
"2M13254048-4720409",8
"2M12392079-2641390",3
"2M13265839-4716216",7
"2M13264663-4728491",3
"2M00251325-7143423",2
"2M13281898-4731520",3
"2M13261114-4718406",8
"2M13275874-4729483",3
"2M00221750-7206285",2
"2M13261797-4729085",5
"2M10173159-4629010",6
"2M12393987-2647222",5
"2M18374826-2358453",7
"2M10165137-4622044",7
"2M13263137-4724190",4
"2M13420078+2810427",7
"2M13263862-4736491",8
"2M18354109-2356392",4
"2M15184022+0213278",7
"2M16232814-2626085",1
"2M16233151-2636183",1
"2M16322516-1300506",2
"2M13254454-4733256",5
"2M13260618-4729406",8
"2M13275278-4722456",3
"2M16480797-0159217",3
"2M16470314-0155556",5
"2M13264905-4723185",4
"2M13125496+1805350",4
"2M18362145-2401120",3
"2M18371094-2340012",4
"2M00205919-7204494",2
"2M13261397-4734508",5
"2M18361261-2348169",3
"2M21333131-0047414",6
"2M13260327-4731129",8
"2M10173851-4625374",7
"2M10170407-4626076",6
"2M13254619-4720392",5
"2M13265454-4720234",7
"2M10173646-4628043",5
"2M16235026-2629258",1
"2M13270045-4724452",7
"2M13264270-4722319",5
"2M13262457-4734103",8
"2M16472160-0156593",6
"2M16243757-2643315",1
"2M17022395-2614538",4
"2M16240146-2639316",1
"2M13242154-4738394",3
"2M13415973+2822567",6
"2M13271413-4713478",5
"2M13420057+2821370",7
"2M15184132+0205014",6
"2M15183197+0209486",5
"2M00234479-7205342",2
"2M13251503-4730517",3
"2M13265327-4724098",8
"2M13260017-4733513",3
"2M13262867-4723386",3
"2M13260894-4733475",3
"2M17362187-4445415",6
"2M13264804-4734567",7
"2M17405105-5342289",3
"2M17163772+4308411",3
"2M21300569+1210156",5
"2M13255610-4729142",8
"2M13273172-4742028",3
"2M13412885+2804523",7
"2M13254633-4725595",1
"2M00242572-7203307",2
"2M17410814-5347070",5
"2M13273209-4750160",8
"2M17025221-2614307",4
"2M13422187+2814412",6
"2M13264723-4734121",1
"2M01025597-7050176",7
"2M18364925-2348579",3
"2M13262532-4725369",4
"2M09122137-6452540",7
"2M17401948-5334288",4
"2M13261019-4723233",5
"2M19102347-6006255",3
"2M19533774+1846259",2
"2M13255577-4717440",8
"2M13271923-4725455",8
"2M13271529-4726267",4
"2M10172952-4621454",7
"2M13423883+2823306",7
"2M00231241-7207252",2
"2M13272355-4728072",3
"2M16571925-0411163",3
"2M19102179-5958597",4
"2M13272566-4725363",3
"2M13263664-4741357",8
"2M13255730-4720086",8
"2M13260527-4719219",8
"2M00233632-7156059",2
"2M13272699-4734512",4
"2M13274100-4720110",3
"2M10171120-4622562",7
"2M16570236-0416369",5
"2M01030008-7047510",6
"2M13265388-4729373",8
"2M18361171-2347513",5
"2M16232114-2631377",1
"2M13260042-4729139",7
"2M13254479-4726235",3
"2M16234520-2633568",1
"2M13263818-4723085",1
"2M15181952+0207106",6
"2M13255903-4725272",7
"2M13260925-4717474",4
"2M13264518-4738307",3
"2M17413601-5352128",3
"2M10163611-4627463",7
"2M10171931-4624326",7
"2M16320904-1302270",2
"2M19111115-6000169",8
"2M19400435-3054377",5
"2M13262484-4737549",3
"2M16472655-0157192",5
"2M18364417-2358485",5
"2M18361954-2355595",4
"2M00524625-2635494",1
"2M18361893-2353051",7
"2M15190992+0208218",6
"2M17401754-5339066",3
"2M13263325-4730176",3
"2M19113578-6007201",8
"2M19111162-5958288",8
"AP18362085-2354401",4
"2M13265344-4721143",3
"2M13261308-4732493",3
"2M00525013-2634147",1
"2M16232694-2631313",1
"2M13265903-4727479",4
"2M16233825-2635551",1
"2M13270952-4733560",7
"2M13260730-4728113",3
"2M17410896-5337324",4
"2M13274019-4725055",8
"2M16570037-0406015",7
"2M18363599-2353202",3
"2M17023814-2616049",8
"2M18362854-2354134",5
"2M13262185-4725476",4
"2M13262632-4725342",8
"2M13255447-4735071",4
"2M18362488-2353100",5
"2M16421889+3630156",3
"2M13421089+2824080",7
"2M13273575-4743461",5
"2M17411524-5335127",4
"2M18363895-2359550",4
"2M13270935-4722457",8
"2M16215190-2617091",1
"2M17314263-3947053",7
"2M16563597-0405137",4
"2M19083249-6003199",4
"2M00235503-7201574",2
"2M16234788-2629482",1
"2M00242500-7202458",2
"2M16233380-2627497",1
"2M00524135-2632146",3
"2M16235421-2636225",1
"2M13265335-4736349",1
"2M17310738-3952298",4
"2M17171140+4306027",4
"2M10164051-4632204",7
"2M18360722-2349418",4
"2M13262116-4727102",8
"2M13263032-4725378",7
"2M00235438-7158357",2
"2M10172060-4634187",6
"2M18551034-3027105",7
"2M17395249-5339111",5
"2M13254673-4726271",4
"2M19100695-5953052",4
"2M09114249-6450020",7
"2M13264883-4724431",4
"2M13273192-4733427",7
"2M09120090-6447430",6
"2M13252469-4729096",3
"2M13261931-4719570",8
"2M13264624-4736012",8
"2M16225135-2640217",1
"2M13273384-4739080",3
"2M15183092+0205024",6
"2M13270938-4723524",4
"2M13262617-4739195",4
"2M18361417-2402014",6
"2M13264253-4739054",8
"2M13262982-4730499",5
"2M19113127-5957322",4
"2M13271542-4725087",6
"2M17170043+4305117",4
"2M13414163+2828583",7
"2M19103667-5957397",4
"2M13261602-4723071",8
"2M13255689-4731268",4
"2M19100150-5953084",3
"2M01031723-7050496",7
"2M16415543+3633266",6
"2M18360619-2348374",4
"2M13254603-4746453",5
"2M09114586-6452444",7
"2M10173642-4621287",7
"2M10171686-4625453",6
"2M13251717-4731197",8
"2M13271444-4725104",8
"2M13410315+2812391",7
"2M17303838-3135492",7
"2M16570363-0412481",4
"2M15184579+0201169",6
"2M18360267-2351331",4
"2M13263452-4720054",4
"2M13264081-4736468",5
"2M13254805-4724302",3
"2M13271354-4723113",3
"2M13261078-4735370",5
"2M00223025-7201409",2
"2M17404313-5340093",3
"2M13420185+2816310",7
"2M00241720-7200377",2
"2M06490734-3558013",7
"2M13265348-4732216",8
"2M13250845-4720273",1
"2M17404163-5337328",4
"2M13270305-4728234",5
"2M19394668-3059287",4
"2M16323534-1301256",1
"2M17023087-2618515",5
"2M13270479-4724091",8
"2M13265635-4721008",5
"2M13273317-4723474",1
"2M13264760-4733313",3
"2M17404627-5328593",4
"2M13421113+2823339",7
"2M18361887-2342048",4
"2M13260441-4726284",3
"2M15173864+0202251",7
"2M19534178+1848384",2
"2M19114482-5952305",3
"2M17024326-2617504",4
"2M13262123-4721173",3
"2M10180833-4619201",1
"2M13283381-4732055",4
"2M21331406-0053534",7
"2M13420299+2822101",7
"2M18362764-2401157",3
"2M19111620-6012403",5
"2M19091769-6006401",8
"2M13254602-4715222",3
"2M13253835-4736314",3
"2M13420895+2823471",7
"2M17405067-5346578",4
"2M18014007-2649505",6
"2M13264086-4737317",3
"2M13425256+2818445",7
"2M13255408-4722151",5
"2M13255938-4726095",3
"2M18364236-2352191",3
"2M16464471-0203003",7
"2M13265819-4723155",3
"2M16471462-0155557",5
"2M00250610-7159152",2
"2M13260531-4729559",8
"2M13270671-4723109",5
"2M13262821-4736322",3
"2M13263357-4727330",8
"2M16420085+3623338",7
"2M13270492-4727111",3
"2M19395870-3101475",8
"2M17363993-4441154",6
"2M18355034-2400418",3
"2M13273534-4734412",3
"2M18550740-3026052",7
"2M18361335-2350332",4
"2M15181946+0157504",5
"2M13253283-4729097",8
"2M16472396-0201022",1
"2M00252687-7204492",2
"2M10170011-4622537",7
"2M09121810-6451094",6
"2M13420873+2821479",6
"2M13273494-4719442",8
"2M17402659-5334397",4
"2M05140762-4002267",7
"2M13254976-4734544",7
"2M16564659-0402276",3
"2M13263135-4740475",1
"2M13251633-4731502",7
"2M21332545-0047056",7
"2M16472816-0156385",3
"2M16234320-2626417",1
"2M18072970-2456359",7
"2M13262564-4726228",3
"2M13263730-4733462",3
"2M16233250-2624340",1
"2M09112270-6450120",7
"2M18354814-2347008",8
"2M13262218-4721435",3
"2M17342921-3904514",2
"2M13262160-4725233",3
"2M16232827-2634278",1
"2M05133868-4007394",7
"2M13265839-4732143",8
"2M13240738-4724118",5
"2M13273028-4734141",8
"2M17402218-5343084",3
"2M05140969-4003147",6
"2M13253334-4737097",8
"2M17390689-5338526",4
"2M13273642-4722316",3
"2M16224756-2635016",1
"2M19535120+1848308",2
"2M17143323-2925484",6
"2M05242370-2430189",6
"2M16242452-2622132",1
"2M13263768-4725388",8
"2M13255843-4732200",3
"2M18363001-2353503",5
"2M09120612-6451426",6
"2M15180892+0206285",7
"2M16232480-2639253",1
"2M19102304-6003335",8
"2M13265360-4724329",4
"2M00242049-7159516",2
"2M13255109-4723246",3
"2M13261406-4729322",6
"2M00193767-7210175",2
"2M00204584-7213060",2
"2M19533134+1842400",2
"2M13260741-4726104",4
"2M17355890-3834199",2
"2M18013868-2649154",7
"2M16234740-2631463",1
"2M16240578-2640169",1
"2M13261950-4726563",4
"2M13260296-4732084",5
"2M01030894-7051498",6
"2M21331854-0051563",6
"2M13275470-4719321",7
"2M13272449-4720080",1
"2M13260249-4728299",4
"2M10172644-4624505",7
"2M13262150-4723161",8
"2M13271893-4716331",3
"2M16323677-1302219",1
"2M13271932-4724481",3
"2M13262994-4735535",4
"2M10170742-4621550",6
"2M00240776-7157520",2
"2M09121312-6450463",6
"2M13252474-4725510",4
"2M17023744-2615529",4
"2M19533114+1845204",2
"2M19534525+1846553",2
"2M13270108-4716114",7
"2M09122869-6444168",6
"2M13270134-4720306",3
"2M18364955-2406088",3
"2M13421881+2824441",7
"2M16472113-0155514",1
"2M17404534-5332492",3
"2M13255659-4737104",5
"2M16233948-2631114",1
"2M00244102-7156344",2
"2M18594565-3637016",1
"2M16232017-2636226",1
"2M13260464-4739575",8
"2M09120340-6454187",6
"2M13252390-4720436",3
"2M13271064-4720519",3
"2M10164311-4619323",6
"2M17363457-4446196",6
"2M09121852-6455094",7
"2M13264584-4725070",3
"2M16465982-0202241",1
"2M13261749-4729213",5
"2M17364909-4442598",6
"2M18071347-2458525",4
"2M17362632-4443060",6
"2M13252403-4739206",8
"2M10164395-4629419",7
"2M00222303-7207050",2
"2M09114868-6454207",6
"2M16232402-2630005",1
"2M10190579-4609552",7
"2M13420475+2822052",6
"2M18370961-2355435",4
"2M13431597+2809063",5
"2M00524690-2634039",5
"2M13284045-4720217",3
"2M09115484-6454592",7
"2M17403378-5344202",4
"2M13422879+2824167",7
"2M19533626+1849297",2
"2M13270904-4723384",6
"2M18363771-2350145",4
"2M19104243-5959548",6
"2M18361216-2356530",4
"2M18365168-2353104",3
"2M21301565+1208229",3
"2M19392300-3049202",4
"2M19105517-6007113",3
"2M19540152+1850496",2
"2M13253498-4737169",3
"2M17360814-4444392",6
"2M00202281-7201135",2
"2M19393057-3105551",5
"2M18360274-2354141",4
"2M17403275-5340313",4
"2M21295562+1210455",4
"2M13422755+2822240",7
"2M18361537-2348193",4
"2M13262243-4720261",5
"2M13273616-4737103",4
"2M00260168-7204422",2
"2M13265667-4729522",8
"2M13254906-4730224",4
"2M13274171-4728401",3
"2M13421727+2823011",7
"2M05240661-2431125",6
"2M21331293-0045169",8
"2M00234843-7159559",2
"2M16235300-2628065",1
"2M17400436-5347195",5
"2M00225969-7207061",2
"2M13262140-4734406",3
"2M13263040-4721332",8
"2M16565465-0408554",7
"2M13423140+2822543",7
"2M00244624-7154560",2
"2M13262017-4737424",4
"2M13264392-4740537",3
"2M10173411-4624148",6
"2M16225270-2634337",1
"2M17411610-5336187",3
"2M18370682-2341228",4
"2M09114293-6451398",6
"2M16235677-2646425",1
"2M16231475-2645281",1
"2M19104739-5950000",4
"2M13270828-4722594",3
"2M13254617-4711189",4
"2M19111588-5950222",8
"2M00231298-7211383",2
"2M19103631-5958583",5
"2M13421679+2823479",7
"2M17310731-3953523",5
"2M10163558-4626167",5
"2M09122762-6451100",7
"2M13270616-4729094",5
"2M13255811-4708192",8
"2M13262630-4741591",3
"2M13280261-4745571",3
"2M13255909-4722323",3
"2M13254780-4711161",8
"2M13412973+2821299",4
"2M13263965-4730199",3
"2M13271651-4724543",3
"2M13265981-4747591",3
"2M13275716-4720012",3
"2M17364432-4446023",6
"2M00260276-7203183",2
"2M00233640-7204479",2
"2M15184164+0203533",6
"2M19400230-3055443",5
"2M13264503-4737031",6
"2M00261617-7205002",2
"2M13251799-4733257",5
"2M05140714-4002568",7
"2M18360861-2355566",4
"2M19400069-3056093",5
"2M13270772-4720109",3
"2M19075686-6007014",6
"2M18355268-2353152",3
"2M17341922-3906052",2
"2M18365788-2349010",5
"2M16231791-2630059",1
"2M01030391-7051321",7
"2M16471971-0157552",3
"2M12393345-2643135",5
"2M18354877-2356184",4
"2M19400181-3058450",4
"2M15190324+0208032",7
"2M16571740-0403304",5
"2M21333520-0046089",6
"2M13254712-4728106",7
"2M05240412-2430066",6
"2M00524252-2635128",1
"2M15181041+0203321",7
"2M18133940-3150132",2
"2M01032002-7049553",6
"2M18353877-2350117",3
"2M17480088-2447295",2
"2M13261758-4711310",5
"2M16404298+3627418",7
"2M05241426-2433062",6
"2M15174702+0204519",7
"2M13273998-4727313",7
"2M16232845-2632541",1
"2M00250993-7153434",2
"2M00262720-7147440",2
"2M00233065-7150017",2
"2M13271489-4725425",7
"2M16231682-2641248",1
"2M13422716+2813520",7
"2M13270133-4719440",3
"2M18361426-2354313",4
"2M16241055-2642258",1
"2M18361935-2352592",4
"2M00255751-7207529",2
"2M13255161-4715184",4
"2M18073312-2457396",5
"2M13261486-4731166",8
"2M13261220-4728346",5
"2M13275338-4721412",3
"2M00220669-7207156",2
"2M01023043-7055070",6
"2M13261831-4726469",4
"2M13262398-4728096",3
"2M18354258-2352577",4
"2M12382766-2647365",3
"2M13261008-4725306",8
"2M13275662-4718076",3
"2M13261862-4725023",5
"2M15180987+0210088",7
"2M13261308-4712509",3
"2M16232148-2638354",1
"2M13261345-4732286",4
"2M19104929-5946131",8
"2M13273304-4733322",1
"2M09120351-6454132",7
"2M00523149-2636016",1
"2M13272321-4720027",5
"2M13254131-4723297",1
"2M19400050-3054550",5
"2M13420876+2821125",6
"2M01031903-7050514",6
"2M10171403-4624452",7
"2M13261283-4729101",7
"2M19111291-6005115",5
"2M00224034-7155046",2
"2M18362011-2347443",3
"2M13273121-4732530",4
"2M00255794-7205136",2
"2M16233821-2631488",1
"2M17401473-5336045",3
"2M13264432-4729051",8
"2M00531301-2637047",1
"2M18372594-2359029",5
"2M09113474-6449487",6
"2M16234351-2625375",1
"2M18354967-2352095",4
"2M17023514-2618560",4
"2M00254110-7206163",2
"2M13270370-4737037",3
"2M18134025-3149477",1
"2M12393429-2643233",4
"2M13255376-4728122",4
"2M05240940-2431374",7
"2M17023589-2610118",8
"2M16414819+3635413",4
"2M17361721-4447215",6
"2M13414359+2829513",7
"2M00531059-2632247",1
"2M16225737-2642582",1
"2M01032848-7051296",6
"2M13263477-4728305",7
"2M15183303+0202544",7
"2M19101235-6005520",4
"2M13261529-4732557",3
"2M16571356-0405115",5
"2M13255911-4729016",4
"2M21294581+1208455",3
"2M05140280-4001227",6
"2M13265072-4718044",4
"2M16471654-0156588",1
"2M18353132-2400406",4
"2M00230029-7204173",2
"2M18364026-2400498",8
"2M18360598-2401472",3
"2M13421428+2825316",6
"2M15184449+0202053",7
"2M13270687-4731549",8
"2M18360908-2355005",4
"2M18361936-2354244",4
"2M18355371-2353503",5
"2M13274263-4712328",3
"2M13262557-4728479",6
"2M13265179-4740189",7
"2M06485459-3559151",4
"2M17165963+4313309",8
"2M13261394-4734572",5
"2M16565750-0406502",4
"2M18363268-2353459",3
"2M10172073-4622293",6
"2M13272394-4723536",7
"2M19533828+1851446",2
"2M16570827-0405151",8
"2M13270771-4730176",8
"2M13261475-4721316",8
"2M17024242-2615557",4
"2M17023086-2606252",8
"2M16570078-0408467",8
"2M13252929-4715347",5
"2M18355050-2404021",8
"2M13261066-4733314",1
"2M17400552-5339493",5
"2M13262931-4719164",3
"2M17101034-2634050",5
"2M00253864-7201062",2
"2M13250314-4742351",5
"2M01032007-7050549",6
"2M05241804-2430147",6
"2M13262698-4727041",3
"2M13275422-4722412",8
"2M13265353-4731582",8
"2M18361602-2357215",3
"2M19111843-6001349",4
"2M13263083-4728021",5
"2M13262568-4732172",8
"2M18361247-2349434",3
"2M17361225-4443313",6
"2M13261490-4729111",4
"2M13261774-4737136",4
"2M13273566-4734128",3
"2M13261970-4729297",4
"2M01032483-7051517",7
"2M13274524-4746382",5
"2M13251752-4724266",7
"2M13263144-4724319",4
"2M13261782-4724493",4
"2M00525692-2634511",5
"2M13251617-4721507",3
"2M13270243-4731024",4
"2M00245813-7202017",2
"2M18365134-2411307",3
"2M13255206-4727239",8
"2M13272453-4722166",4
"2M09120653-6452431",6
"2M18364148-2353229",5
"2M13262012-4723282",7
"2M00261747-7158582",2
"2M18350187-2352211",4
"2M17403518-5340141",3
"2M13263243-4735272",8
"2M00524981-2636559",1
"2M21334193-0048169",4
"2M16421358+3628365",8
"2M00524297-2636140",5
"2M19395821-3057185",5
"2M16233020-2633241",1
"2M00524019-2634233",5
"2M00224173-7158497",2
"2M19102258-5954055",4
"2M18363170-2348351",8
"2M17400556-5345324",5
"2M13262352-4725162",4
"2M16165368-2256483",5
"2M13255019-4717564",4
"2M13270211-4730116",3
"2M13273759-4730522",4
"2M10172030-4623096",7
"2M16224070-2631178",1
"2M13265770-4716498",5
"2M17404680-5336326",4
"2M18362120-2350352",4
"2M17311037-2957146",1
"2M13241618-4713113",3
"2M09122643-6457083",7
"2M10164845-4631198",7
"2M10175556-4646188",7
"2M00255964-7204310",2
"2M17403020-5335464",4
"2M16323074-1300198",1
"2M13253996-4725164",3
"2M13270937-4724404",4
"2M13270370-4718159",5
"2M13260103-4717113",5
"2M17401421-5339187",3
"2M16470210+4733163",7
"2M01024512-7052105",6
"2M19123838-5956186",4
"2M13254368-4741139",4
"2M13421102+2821270",6
"2M05241383-2431083",7
"2M13414946+2821243",7
"2M09123016-6454129",7
"2M18363603-2353078",4
"2M13253748-4724421",3
"2M13272565-4715345",3
"2M13251222-4719128",1
"2M16230438-2623429",1
"2M00244002-7155449",2
"2M18362539-2353217",4
"2M13261999-4724259",3
"2M10183453-4618012",5
"2M13280177-4736188",4
"2M17165738+4307236",3
"2M16243321-2618137",1
"2M13260094-4726223",3
"2M13421329+2819508",6
"2M13263801-4721560",3
"2M13270101-4721414",4
"2M13263459-4741002",1
"2M13262922-4724178",3
"2M19394693-3056286",4
"2M13265958-4744004",3
"2M17172157+4307408",4
"2M17311707-3950382",1
"2M18362003-2359514",4
"2M19104880-6008450",3
"2M18363817-2352500",4
"2M16233365-2631157",1
"2M13265927-4728027",8
"2M09120571-6446137",6
"2M18362496-2400242",4
"2M13252237-4730523",3
"2M13263724-4728311",4
"2M13272185-4731242",5
"2M15185731+0203077",6
"2M13262808-4725122",4
"2M13260403-4730358",8
"2M09120413-6450223",6
"2M18363948-2355447",4
"2M01035207-7052547",7
"2M19110452-5953198",4
"2M13415459+2820595",7
"2M05241412-2431079",6
"2M01033568-7050560",6
"2M00252858-7200394",2
"2M17404654-5329417",5
"2M13422416+2826168",6
"2M00252809-7200454",2
"2M18544046-3026498",6
"2M13261833-4726257",8
"2M05140043-4004133",7
"2M18365524-2341032",4
"2M13273014-4724350",3
"2M09120856-6454006",6
"2M13420157+2819445",7
"2M18362658-2357533",4
"2M17404661-5342414",4
"2M13270169-4723510",7
"2M16232499-2629249",1
"2M18363952-2357572",3
"2M09122561-6452120",6
"2M19400557-3100342",4
"2M18370694-2352226",4
"2M13261191-4730361",3
"2M16221250-2629173",1
"2M16323692-1258519",1
"2M18362687-2406101",4
"2M13273027-4729219",4
"2M15183182+0203277",7
"2M13264005-4736094",8
"2M13273409-4734497",5
"2M19393505-3059366",8
"2M13274060-4735578",4
"2M19395738-3058323",5
"2M13252711-4732369",8
"2M00233099-7154241",2
"2M13255549-4717220",4
"2M17400727-5342321",5
"2M15181765+0210375",6
"2M13263358-4741047",4
"2M13271419-4722259",4
"2M00213685-7204435",2
"2M00235584-7154178",2
"2M17024453-2616377",6
"2M17024371-2620183",8
"2M13255970-4724059",3
"2M13260779-4725284",1
"2M00245893-7200253",2
"2M18013319-2649277",7
"2M18364826-2357135",5
"2M19090450-5953519",8
"2M10174905-4624586",7
"2M13264947-4736589",3
"2M18360674-2349535",3
"2M17411222-5338518",3
"2M13264067-4733077",4
"2M13262740-4726066",5
"2M19533593+1847564",2
"2M13251488-4748287",5
"2M13255267-4745261",8
"2M00242695-7158533",2
"2M15184035+0158187",6
"2M13265679-4738515",3
"2M13270398-4732472",4
"2M01033064-7050104",7
"2M13262428-4737137",3
"2M00214334-7157069",2
"2M18365100-2339209",3
"2M13262253-4729315",5
"2M13125725+1806050",4
"2M00231750-7205345",2
"2M16234431-2636052",3
"2M17404095-5344532",8
"2M13262316-4731507",4
"2M13280413-4724499",4
"2M13254413-4727124",4
"2M13262860-4716576",3
"2M19104208-6005294",7
"2M16233892-2632035",1
"2M16564584-0401260",4
"2M13264489-4730520",1
"2M13272443-4726377",4
"2M00251919-7204454",2
"2M13264881-4746290",3
"2M16571425-0407101",3
"2M00243540-7159542",2
"2M13281405-4735465",3
"2M00262847-7150127",2
"2M10174150-4620511",7
"2M13265505-4722271",3
"2M10180011-4631100",6
"2M05242605-2431478",7
"2M15180537+0202015",6
"2M16233346-2649044",1
"2M17030676-2614335",4
"2M16234692-2633439",1
"2M19112921-5953317",4
"2M16414528+3631068",8
"2M16240321-2620238",1
"2M00241849-7201008",2
"2M17410642-5351036",3
"2M00224362-7200456",2
"2M05240938-2433300",6
"2M13255328-4727398",4
"2M00261933-7205481",2
"2M05135356-3955179",6
"2M01022539-7045194",6
"2M01023763-7050370",6
"2M13265858-4749087",3
"2M15182936+0207499",6
"2M00524957-2642106",1
"2M13261696-4722578",8
"2M17401283-5343118",4
"2M21300988+1210524",3
"2M13270672-4712043",3
"2M13263895-4743584",4
"2M13271029-4712532",3
"2M19113852-5957466",4
"2M13273259-4722478",4
