APOGEE_ID,C_FE,CI_FE,N_FE,O_FE,NA_FE,MG_FE,AL_FE,SI_FE,S_FE,K_FE,CA_FE,TI_FE,TIII_FE,V_FE,CR_FE,MN_FE,FE_H,CO_FE,NI_FE,split
2M13265388-4729373,-0.23269094174431837,-0.5544088331383304,1.2416166266074988,-1.291724562472402,0.8567868638665013,-1.413096023966324,1.7262967703799146,-0.6395754357412521,-0.9865615528324895,0.31462081908127965,0.1509281087497443,0.006353021691483805,0.8467552691076204,0.8878404421280927,-0.33229745290090573,-2.4932889447120408,-0.010336851107980142,-1.5882758250989524,-0.43285411574130284,Train
2M18363572-2350595,-0.19305660627583182,-0.7016126247060539,0.6536653612621061,-2.440795178207622,0.5639482951446105,-0.7277865172784537,1.2889473796192037,-0.1986050279544646,1.2498241261203789,0.9406930292009181,1.5237642152652007,0.8529822125427563,-3.343117650263346,-0.0011541804599002731,-0.08814236525024666,1.5019177490571007,-0.5103876191988411,0.21651117960581512,0.7038070399468792,Train
2M16232139-2631093,0.008063104130185487,0.24795804555538806,-0.5442885275240575,0.7249633842221991,-0.40662662203053346,0.6663067031251565,-0.04930657231779929,1.7686041210293666,0.4039724887384535,-0.056104044323773375,-0.3270908488448975,-0.2794001475369463,-0.35209425432388647,-0.20047549289163413,-0.656373021380642,0.289213897089309,0.7836349280013801,-0.102559615326462,0.6673447197750272,Train
2M19534108+1844112,0.6071295721525416,0.29426892284310097,0.13005310851456045,0.6315840072637056,-0.7605017645378339,0.5738007510295771,-0.030717088612693375,0.3251449494977002,0.4129499707532295,-0.2452938169462925,-0.011224226871961852,0.7441800614646286,0.9865563132089737,-0.28697275023551594,-0.6432177263033981,0.08619789674746553,1.6153672142904922,1.2402546501253482,0.2908891370078473,Train
2M18363472-2352014,-1.8212031432902558,-1.3574653590844117,-0.3820257273791431,0.21689878730142023,0.5580286216625117,0.12035204932704657,-1.1516439408335046,-0.12897201723173335,0.3102821357811453,0.7025413606472117,-0.12064955092778284,-0.7833655575647386,-0.8896456354849264,0.33632376140341963,0.15985766931625808,-0.3278206507025915,-0.8933833820281859,-0.5315013778294421,0.1833308600410673,Train
2M18360598-2401472,0.6185986191942002,0.35211100132075623,-2.44491981316751,1.6928219322252163,0.0014096501291852813,0.589919493521365,-1.5414082975861363,-0.2654529499862039,0.45827643485112424,-0.011732468446023152,1.458516608102264,1.5498743282337504,-2.464763785829962,-0.0011541804599002731,-0.009985730202031935,0.01410301871306225,-1.0409856364697878,2.3788354811892862,-0.4775182028610528,Train
2M00253465-7213084,0.7356700456609124,0.525403812456152,-1.1396370461113943,0.33743066105333136,-0.2936742691085918,0.9062327857947621,0.01781425890939445,-0.19281235988859127,0.2973441902002278,0.257782435074805,-0.19328755916037318,0.6465245264360443,0.5909222549764361,-0.39533959703595684,-0.029836289016833585,0.5368414584586337,1.9540823007873622,0.2424678028621033,0.7099127392206905,Train
2M13271114-4733556,0.3622107425396129,-0.5366705791905445,1.2653737625722112,-1.9418789617598067,0.9764260105337124,-2.754495555910442,2.106624031460106,1.593017414591489,-0.26717265665036605,0.47215586873166054,0.7026322815466584,-0.4833408135817231,0.10715030024333397,-0.0011541804599002731,0.47157434449379887,-2.064468345824407,-0.0005822673361870824,-1.0738275370801469,-0.956064233155015,Train
2M09121256-6456245,-0.7180885652879292,-0.3745214357279449,-0.7147151313091122,-0.24926960020343147,-0.2617090736945825,0.12925374965818762,-1.0922808842984841,-1.135917947876839,0.39759152918323937,0.24576392449244727,-0.1978097371694385,-0.47777441150912475,0.34808995816447674,-0.7494100535593138,-0.12741588696336337,0.23987121612157458,0.8352315421627065,-0.07936732679901858,-0.1165587944284126,Train
2M17361331-3833304,0.12498926134825213,-0.16258437142421964,0.814113812439315,0.02040743419294677,0.5899719785942638,0.5225554812498345,0.30706295949573453,-0.05677663132682438,-0.06606206206410296,0.280340476817271,-0.29035791476033673,1.4335987603343392,0.1361794859141777,-0.3173369834059371,0.14277526594823836,0.6742371858863128,2.169299222741866,0.8811010613627239,0.4496751733895279,Train
2M18364925-2348579,0.9118721197442948,0.6908645274404405,-1.5806425758700056,1.3704945580238563,0.0014096501291852813,0.2272931683904649,-1.0437967200079392,-0.35023749829319534,0.8494510388615157,-0.011732468446023152,0.6265197435058292,-3.0946592481496644,-4.065221378427316,1.5503830903065128,-0.09171262523480411,0.01410301871306225,-0.8779814076516712,0.3191195092119185,-0.48663379201917645,Train
2M10172475-4627289,0.04257707612968825,-0.5802960317696351,0.45742933186615514,-0.8292112498932563,0.0014096501291852813,-0.7384440898639139,0.6033829246680027,-1.7259475323990334,0.5473017782941597,0.38932048485470044,0.568442749148241,0.3105934351192537,0.49575790451473445,-1.0207786731180726,-0.9117886116406578,-3.1138829090594653,0.24276892781275383,-0.3548643437733936,-0.6707601666919142,Train
2M13274285-4734200,1.2449873952981023,1.0298195462246806,-2.206698473968914,0.5703207478202332,0.0014096501291852813,0.9959721549395727,-1.3640278934361167,-0.010207114080454391,1.2834010433462404,1.696564635889558,-0.009294668542434487,1.8138863220643187,1.2411263620501325,-0.0011541804599002731,-0.9875890988438839,0.01410301871306225,-1.1511097532618753,2.8049657909924433,-1.3771871662694926,Train
2M17163623-2808067,-0.7744127254835673,-1.1421592468954727,1.1237583474133435,-0.11010019558340928,0.6581335846771182,0.197580776031177,0.4413755268765189,-0.5798589139023941,-0.7122994618787738,-0.21430458664012317,-0.20718617477836432,1.374667661523097,0.506570519744216,-0.018857226421553415,0.4253251473778896,1.6355996030326112,1.7442303999073405,0.42114277525583804,0.9696950027726126,Train
2M16571554-0406000,-0.38348279405787733,-0.536325260277064,0.05001221409136355,0.186193436826846,0.693299570205722,0.4217480360380572,-0.17108441166128077,0.0687840976859,-0.5412460912343356,0.2606297866419114,0.7760418927447433,-0.7215196865395014,0.008627627846203344,0.07786481260730946,-1.3416008657107281,2.293429679334638,-0.2305850846921481,0.31256008699298216,-0.12840829374895407,Train
2M19113852-5957466,-0.44233453418009805,-0.34690654828985124,0.1024297010950319,0.3054606225482248,0.0014096501291852813,0.2534575475818693,-0.019483080467667238,-0.17688071225495425,0.2232808767156428,0.11455865802557001,0.07542253930328723,-0.020224652904965123,0.10298516524639124,0.9580709917129347,-0.9444706357077267,-0.751045875047791,-0.10762598925296789,-0.38016512226254834,0.32461539583934435,Train
2M13255811-4724154,-0.18025608649173747,-0.17784662080432406,0.2124263269705474,-1.1161090920643957,-1.4212684875775312,-0.8233192724365148,1.318912634020643,0.2890467551891725,0.5745419186089011,-0.6154270737904329,-0.4241508355129454,-0.7779430550733543,-0.5950660915513674,-0.0011541804599002731,0.78466444059577,-1.6773603670858774,-0.7072761916452941,-1.3188698711993816,-0.4273851924820155,Train
2M13415816+2815518,-1.4230783558212796,-1.6282894918403112,0.44328288706754737,-0.7373255575744404,0.547943741662025,-1.2437529624806243,0.25675778262585286,-1.2686105227322897,-1.1117032593778948,-0.19940144861783732,-0.03394823755218501,-0.254610459766842,0.5162044795584628,-0.08686713427021514,0.25872820053967915,-0.4453262121204153,0.235067940624496,0.25258802523659,-0.35081817948018673,Train
2M16465650-0203074,0.3404072853529229,0.18844079600229965,-0.06944396299672602,0.5366958122304643,0.6341707778167289,0.5160590005116769,-0.3472823590924474,0.02221424620214773,-0.44517929291219493,0.44235003644747967,-0.19179801796744256,-0.2590145593955292,-0.7714226310308816,-2.0897294719842563,-1.4756249469926308,-0.9702881919600209,0.5004952990464422,-1.4559157917744543,-0.8138680445547701,Train
2M13262208-4721346,0.6657512361959772,0.9459086628122091,-0.7677586029388231,0.7142098864204555,0.0014096501291852813,0.8862640920431953,-1.06153461142326,0.045500564599782106,0.5639365437950461,-0.22565719777615312,0.40750401979192,-0.739218414235199,-0.7595791677130647,1.6198393219774512,1.2562217368775688,1.2440144649836924,-0.6821196334969861,0.956323884143757,-0.8384787051129828,Train
2M01030849-7045280,-0.9878471368840361,-0.6543011115734354,-0.12104028792936294,-0.33233288916035253,-0.6962424525356433,-0.5777861753416125,-0.7294780666813966,-1.4614643779694578,-0.15592339922210563,0.00728006430624391,-0.34407764124944834,-0.4402828156427372,-0.019145723909495534,-0.018443692268728135,0.18155457803787617,-0.29780756566136823,0.8393387353297777,-0.5500081305056805,-0.4966599583903007,Train
2M13253498-4737169,1.0973718859255857,1.588774417042423,-1.6280773686583843,2.43455508759864,1.1388828768618482,1.4646985030627593,-0.6743719924545457,1.5864456391883797,1.372382336165036,0.992723861054322,1.5913823367567372,-1.256448552114846,-0.5657716326846635,0.1819200081511536,0.16919568473568067,-3.138808286475835,0.4039762596202804,-1.0618796303278655,-0.04090235863958308,Train
2M13425256+2818445,-0.5794821409949109,-0.40176249643698503,-0.9777738100699729,0.4516371482300651,0.24802376937443535,-0.15319670443297362,-1.263275375082421,-1.0553669616615708,-0.17695878247859217,-0.13246747874215056,-0.30475341180192667,0.009316709401832293,0.008627627846203344,-1.1769901665452667,-0.8752612946110392,0.01410301871306225,-0.22647789152507697,-0.8688443335572902,-1.6634007525869485,Train
2M18353413-2359064,0.910018531964841,1.3968216770043178,-0.062403039797264956,0.8635489594081954,2.2577952846496063,0.2078063726453252,0.06778825443026605,-0.14824592727200522,-0.2829709443634907,-0.17240595088816987,0.6784203842902989,0.1556192746101726,0.008627627846203344,0.9441282859902246,1.485821116883522,-2.317792713382823,-0.4179757729397494,1.353639468552324,0.21341045297372802,Train
2M17403275-5340313,-0.09463544263467183,-0.9940044749143379,0.28970294550748893,-1.0437012985354803,0.0014096501291852813,-0.3704653406573928,0.7891359991677526,0.1814237665763062,0.6168771208871647,1.0764098596402525,-1.2482702956232457,-3.131031261280729,0.5688358023830795,1.1728941606261714,-0.9035490198709039,0.01410301871306225,-1.261233870053963,0.27250088611672824,0.54064578109829,Train
2M13254590-4728027,-0.2547609721828231,0.10858500249658046,0.20488855115163773,0.2598652371384134,1.2738468896038557,0.7191150739272419,-0.8009035932249385,-0.21075088017567317,-0.034685783765671094,-0.009694140439626292,0.18804590670086813,-0.5302912619416676,0.1642818098826734,-0.5720263138132071,0.6248234899232248,0.16509432084602452,-0.6713382514334251,-0.0063306371436563525,0.18606477931864698,Train
2M00224362-7200456,0.6534396139010787,0.8601547923166386,-1.2176906682813888,0.4416130722666307,-0.46889075047451273,0.6926508617900022,0.19133978121708617,0.257294315320232,0.45818864164896816,0.09133538247736248,-0.16091200325207514,0.46011487064403206,0.46567779036471657,-0.021103535883840688,-0.5733493310169104,0.3606334252077993,1.655283997882965,0.004195688419402562,0.6554952295696465,Train
2M13251378-4731312,-0.014492518246415743,0.6299326423300555,0.0028863964637669253,0.28701817187689826,0.3789097015176199,0.5432457589234052,-0.9274349243768655,0.17384660512841774,0.4022119159872437,-0.03853849187721867,-0.16190477332919498,-0.8224993888579704,0.007610544947263726,-2.072688771644126,-0.23205383306774793,-1.1600269220120463,-0.4269602579927167,-1.3699400543853415,-0.8822311120852824,Train
2M17403068-5342258,0.28355826521655925,-0.028108110087150424,-0.28058181299503404,0.13500320587311396,0.0014096501291852813,0.4998803515777521,0.42751626264911324,0.5569951713819311,-0.020911404403608235,0.5035887854684971,1.414779956893086,0.009316709401832293,-0.03677321906801686,1.1333893070405228,0.995588091867148,0.01410301871306225,-1.425264897163846,-0.536420359999349,-0.0864792014957514,Train
2M00204584-7213060,0.6801272010788589,0.3201449631122505,0.08895288965725998,0.35884169802672355,-0.5674828620033248,0.7236868496971455,-0.02780788171432954,0.2313357690542308,-0.4625175922090072,-0.13568492647512914,-0.06979760626810988,0.6182360070567884,-0.27830216262598045,0.6790850658295172,-1.6048156895757608,0.9572693261774032,1.7740845602404902,-1.5241809771931647,0.24412842618920508,Train
2M13260439-4725149,-2.3204060445229757,-1.0880525071782026,0.3734147827573666,0.4291554815511037,0.5032187010083823,0.26416317764450536,-1.2360770210609622,0.09106625557581705,0.2986643447222746,-0.14910908507516635,-0.005102365345298615,-1.1243151275931653,0.029445372110918883,1.317486211913143,0.6709631879744704,0.9113349316637726,-1.10849762415352,-0.0063306371436563525,-0.7573533551800281,Train
2M13270828-4722594,0.9331312369239225,1.391292600571919,-2.480944597746583,1.013471521206023,1.0956047973470773,0.7679548233788492,-1.674089271185278,-0.07237604700284309,2.2619758913641443,-0.011732468446023152,-0.3977429308459977,0.009316709401832293,-0.549532822975266,-1.4354494251821555,0.7629675318741529,-0.032782747363354174,-0.9426697000330351,-0.8257397417033847,0.48595333085367626,Train
2M13265858-4749087,1.9817042865871883,2.3148021342129796,-0.019423830377387073,1.5539445883039011,-0.09508683641816291,2.6619248997584095,0.07275488673126923,3.227774677759993,0.8196589987974817,-0.4279384936058225,0.4309440934672128,0.4639161829583802,0.32457204674390355,0.7618382434103441,-0.8922892093549578,-0.49416010706513575,-0.4061675925844215,-1.0129182416497324,0.5123873517067904,Train
2M13251488-4748287,0.565612482277246,1.2679317956885345,-2.4428467250395838,1.5695644343619497,0.0014096501291852813,0.6709980511912138,-1.5139734124876538,-0.7333859531342479,-0.000629445710481274,-2.8893296827527903,-5.432852808269322,-0.9299760575156089,0.0700014930531928,1.713049677315681,-0.7895733741833754,3.6628081846148683,-1.0314877522709422,-0.0063306371436563525,1.5980038533291319,Train
2M09121166-6449035,-0.4164410505616298,-0.3306367923933302,-0.12488496179150868,0.07724277705210598,0.0014096501291852813,-0.5474122498553293,-0.4409153700754082,-0.9249037501434624,1.1333821758259404,-0.5836242457878872,0.05181650756343673,-0.009233911869256525,-0.43775062596937475,0.19346124131604758,-1.21471663427574,-0.2072618644624005,0.9818069983125425,-2.734774855432452,-0.6397678362531567,Train
2M18551535-3024142,-1.459049978633899,-1.7909850351013845,-0.8143229479496922,-0.46298640330437085,-0.32594629728107866,-0.645788672398143,-1.5962778312756727,-1.1461665573058715,-0.033804903300728086,-0.29000256537256386,-0.4046918801546876,-0.9050119612022453,0.23559286053965411,-1.4346743843064431,-0.46137817460290753,-0.051095381664981676,0.3100242159235366,0.04174860586981249,-0.20588589307894442,Train
2M18070657-2500417,-1.0930745922773923,-0.8762881599227687,0.2352331688576319,-0.11117131189460872,-0.8626456582319199,-0.5784250210087943,0.1500926968690278,-0.43045580690099966,-0.5282638309894718,0.2340041631979208,0.5562536284491558,-0.2771395582680124,-0.9956936671643835,0.5348800831292682,-0.8318681363043857,0.3761988082851822,-0.2380293723074632,0.2781228146261097,-0.4574658701188052,Train
2M21331723-0048171,-1.2704403208108823,-1.1192380993019626,-0.600139945372411,0.017779666473639155,0.010367522129485864,-0.20955501310791091,-1.349837353256736,-0.41140360765739475,-0.42220761848033334,-4.03829918348604,0.3162792598677147,-0.47270012247288634,0.1328132332587492,-2.2069529520566484,-0.8395580081648581,-0.14367612521914608,-0.1553721098201649,0.17973114001613916,-0.2879239987483185,Train
